stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,method
singapor,5.934876416949288,216,166,0.0591456736035049,0.0099657801524884,"singapor, singapore",environmental,0.519,model
ventil,5.927065900890132,256,197,0.0700985761226725,0.0118268595785555,"ventilate, ventilation, ventilations, ventilator, ventilators, ventillation",environmental,0.506,model
occur,5.925407340883379,1342,1033,0.3674698795180723,0.062015969262172,"occur, occurance, occurances, occured, occurence, occurences, occures, occuring, occurs",environmental,0.509,model
mission,5.918521488551609,1417,1092,0.3880065717415115,0.0655580236537191,"mission, missioner, missioning, missions",environmental,0.577,model
bakery,5.917053965246736,48,37,0.013143483023001,0.0022212883472414,bakery,environmental,0.53,model
entir,5.9041497518118895,1521,1175,0.4164841182913472,0.0705409137299633,"entir, entire",environmental,0.521,model
ethoxy-4-hydroxybenzaldehyd,5.902551381998583,22,17,0.0060240963855421,0.0010205919433271,ethoxy-4-hydroxybenzaldehyde,environmental,0.516,model
unlik,5.9015897411738845,361,279,0.0988499452354874,0.016749714834604,unlike,environmental,0.52,model
tuna,5.896007533459781,212,164,0.0580503833515881,0.009845710512097,"tuna, tunas",environmental,0.751,model
couvert,5.893507636265183,115,89,0.0314895947426067,0.0053430989974185,"couvert, couverte, couvertes, couverts",environmental,0.515,model
fiji,5.891372307411464,93,72,0.0254654983570646,0.0043225070540913,"fiji, fijis",environmental,0.572,model
iccat,5.8852418471540116,80,62,0.0219058050383351,0.0037221588521342,iccat,environmental,0.597,model
second-hand,5.86422312627132,63,49,0.0172508214676889,0.0029417061895899,second-hand,environmental,0.511,model
landwirtschaft,5.86422312627132,45,35,0.0123220153340635,0.0021012187068499,"landwirtschaft, landwirtschafts",environmental,0.7,model
pomac,5.86422312627132,36,28,0.0098576122672508,0.0016809749654799,"pomace, pomaceous",environmental,0.652,model
elong,5.864223126271319,54,42,0.0147864184008762,0.0025214624482199,"elong, elongate, elongation, elongations",environmental,0.57,model
eurof,5.864223126271319,27,21,0.0073932092004381,0.0012607312241099,eurofer,environmental,0.948,model
terra,5.847515937877383,50,39,0.0136911281489594,0.0023413579876328,"terra, terras",environmental,0.681,model
leo,5.84386124041621,41,32,0.0112267250821467,0.0019211142462628,"leo, leos",environmental,0.562,model
research,5.840740075431121,2807,2192,0.7686199342825849,0.131596325869004,"research, researched, researcher, researchers, researches, researching",environmental,0.541,model
graphic,5.83289714803269,399,312,0.1092552026286966,0.0187308639010626,"graphic, graphical, graphics",environmental,0.55,model
hepat,5.82802421808446,46,36,0.0125958378970427,0.0021612535270456,"hepatic, hepatitis",environmental,0.582,model
iru,5.82802421808446,23,18,0.0062979189485213,0.0010806267635228,"iru, irus",environmental,0.532,model
paper,5.817799053602925,2023,1586,0.5539430449069004,0.0952152248304016,"paper, papering, papers",environmental,0.524,model
madagascar,5.809353202282816,121,95,0.0331325301204819,0.0057033079185927,madagascar,environmental,0.594,model
contactor,5.804988549238275,28,22,0.0076670317634173,0.0013207660443056,"contactor, contactors",environmental,0.562,model
aros,5.796350173420955,122,96,0.0334063526834611,0.0057633427387884,arose,environmental,0.539,model
microbiolog,5.794557302968306,202,159,0.0553121577217962,0.0095455364111184,"microbiolog, microbiologic, microbiological",environmental,0.877,model
medic,5.782868031821849,1117,881,0.3058598028477546,0.0528906765924236,"medic, medical, medicalization, medicals, medicate, medication, medications, medice, medics",environmental,0.515,model
faero,5.777345746622855,38,30,0.0104052573932092,0.0018010446058714,"faeroe, faeroes",environmental,0.521,model
essenc,5.775924854899632,271,214,0.0742059145673603,0.0128474515218826,"essence, essences",environmental,0.512,model
equatori,5.746938663745893,63,50,0.0172508214676889,0.0030017410097856,equatorial,environmental,0.606,model
tensil,5.743560098981786,68,54,0.0186199342825848,0.0032418802905685,"tensil, tensile",environmental,0.525,model
dairi,5.743560098981786,34,27,0.0093099671412924,0.0016209401452842,dairies,environmental,0.522,model
softwar,5.729244146591503,667,531,0.1826396495071194,0.0318784895239238,"software, softwares",environmental,0.545,model
bean,5.728694414019715,157,125,0.0429901423877327,0.0075043525244641,"bean, beans",environmental,0.643,model
difficult,5.727845844265009,1728,1376,0.4731653888280394,0.0826079125893018,difficult,environmental,0.505,model
cefic,5.727845844265009,54,43,0.0147864184008762,0.0025814972684156,cefic,environmental,0.904,model
hypothesi,5.71834692910039,84,67,0.0230010952902519,0.0040223329531128,hypothesis,environmental,0.533,model
georgia,5.709901465053653,333,266,0.0911829134720701,0.0159692621720597,georgia,environmental,0.583,model
congenit,5.701328039430449,20,16,0.0054764512595837,0.0009605571231314,congenital,environmental,0.543,model
vauclus,5.701328039430449,20,16,0.0054764512595837,0.0009605571231314,vaucluse,environmental,0.545,model
informatiqu,5.701328039430448,25,20,0.0068455640744797,0.0012006964039142,"informatique, informatiques",environmental,0.605,model
tube,5.692349570077015,317,254,0.086801752464403,0.0152488443297112,"tube, tubes",environmental,0.522,model
analys,5.681716591628969,2028,1628,0.5553121577217963,0.0977366872786216,"analysant, analyse, analysed, analyser, analysers, analyses, analysing",environmental,0.544,model
knee,5.670510050028122,46,37,0.0125958378970427,0.0022212883472414,"knee, knees",environmental,0.566,model
variet,5.670510050028122,46,37,0.0125958378970427,0.0022212883472414,"variet, varietal, varietals",environmental,0.655,model
bourgogn,5.670510050028122,46,37,0.0125958378970427,0.0022212883472414,bourgogne,environmental,0.518,model
border,5.660076109588837,1818,1465,0.4978094194961664,0.0879510115867202,"border, bordered, bordering, borders",environmental,0.544,model
bone,5.657131698039515,160,129,0.0438116100766703,0.007744491805247,"bone, bones",environmental,0.562,model
timer,5.655717415115006,31,25,0.0084884994523548,0.0015008705048928,"timer, timers",environmental,0.514,model
carcass,5.651751273870184,114,92,0.0312157721796276,0.0055232034580056,"carcass, carcasse, carcasses",environmental,0.697,model
juic,5.650649567968845,223,180,0.0610624315443592,0.0108062676352284,"juice, juices, juicing",environmental,0.586,model
ceta,5.647029677150159,26,21,0.0071193866374589,0.0012607312241099,ceta,environmental,0.562,model
consommateur,5.641314060068023,47,38,0.0128696604600219,0.0022813231674371,"consommateur, consommateurs",environmental,0.537,model
africa,5.635256574300602,661,535,0.1809967141292442,0.0321186288047067,"africa, africas",environmental,0.704,model
prosthet,5.634253591907738,21,17,0.0057502738225629,0.0010205919433271,"prosthetic, prosthetics",environmental,0.55,model
backhaul,5.634253591907738,21,17,0.0057502738225629,0.0010205919433271,"backhaul, backhauling, backhauls",environmental,0.523,model
cabin,5.625310332238044,111,90,0.03039430449069,0.0054031338176142,"cabin, cabine, cabins",environmental,0.56,model
moroccan,5.613615300362288,64,52,0.0175246440306681,0.0031218106501771,"moroccan, moroccans",environmental,0.572,model
marina,5.606305905439941,59,48,0.0161555312157721,0.0028816713693942,"marina, marinas",environmental,0.62,model
oliv,5.605580545638488,322,262,0.088170865279299,0.0157291228912769,"olival, olive, oliver, olives, oliving",environmental,0.743,model
preserv,5.604483563144233,1794,1460,0.4912376779846659,0.0876508374857417,"preserv, preservation, preservations, preservative, preservatives, preserve, preserved, preservers, preserves, preserving",environmental,0.569,model
budgweb,5.604442726342089,188,153,0.0514786418400876,0.0091853274899441,budgweb,environmental,0.523,model
third-country,5.5992147014108,329,268,0.0900876232201533,0.0160893318124512,third-country,environmental,0.596,model
pedal,5.597667529622623,54,44,0.0147864184008762,0.0026415320886113,"pedal, pedalling, pedals",environmental,0.511,model
conurb,5.597667529622623,27,22,0.0073932092004381,0.0013207660443056,"conurbation, conurbations",environmental,0.578,model
physiqu,5.597667529622623,27,22,0.0073932092004381,0.0013207660443056,"physique, physiquement, physiques",environmental,0.638,model
orang,5.588907486540271,174,142,0.0476451259583789,0.0085249444677913,"orange, oranges",environmental,0.637,model
acestui,5.58730147864184,49,40,0.0134173055859802,0.0024013928078285,acestui,environmental,0.84,model
silag,5.57463186077644,44,36,0.0120481927710843,0.0021612535270456,"silage, silaging",environmental,0.939,model
groundhandl,5.57463186077644,44,36,0.0120481927710843,0.0021612535270456,"groundhandlers, groundhandling",environmental,0.525,model
polymeriz,5.57463186077644,22,18,0.0060240963855421,0.0010806267635228,polymerized,environmental,0.525,model
saar,5.57463186077644,22,18,0.0060240963855421,0.0010806267635228,saar,environmental,0.523,model
gaelic,5.57463186077644,22,18,0.0060240963855421,0.0010806267635228,gaelic,environmental,0.533,model
seychel,5.574631860776439,77,63,0.0210843373493975,0.0037821936723299,"seychell, seychelle, seychelles",environmental,0.635,model
geneva,5.569297284833112,348,285,0.0952902519167579,0.0171099237557783,geneva,environmental,0.521,model
peach,5.568050241106101,94,77,0.0257393209200438,0.0046226811550699,"peach, peaches",environmental,0.607,model
rental,5.560747348047232,178,146,0.0487404162102957,0.0087650837485741,"rental, rentals",environmental,0.511,model
plummet,5.552597742749655,28,23,0.0076670317634173,0.0013808008645014,"plummet, plummeted, plummeting",environmental,0.502,model
remedy,5.52412460036707,717,592,0.1963307776560788,0.0355406135558624,"remedy, remedying",environmental,0.633,model
again,5.5218073954092945,1115,921,0.3053121577217962,0.0552920694002521,"again, agains",environmental,0.501,model
zea,5.516713607677462,127,105,0.034775465498357,0.0063036561205499,zea,environmental,0.558,model
nationaux,5.511283771449434,29,24,0.0079408543263964,0.0014408356846971,nationaux,environmental,0.732,model
accompany,5.506679882140598,2143,1775,0.586801752464403,0.1065618058473914,"accompany, accompanying",environmental,0.512,model
aviat,5.4881541679435895,959,797,0.2625958378970427,0.0478477516959836,"aviat, aviation, aviations, aviator, aviators",environmental,0.537,model
filtrat,5.484821911350813,95,79,0.026013143483023,0.0047427507954613,"filtrate, filtrates, filtration, filtrations",environmental,0.679,model
geostationary,5.473274917853231,48,40,0.013143483023001,0.0024013928078285,geostationary,environmental,0.649,model
iznemot,5.473274917853231,30,25,0.0082146768893756,0.0015008705048928,iznemot,environmental,0.512,model
scandinavia,5.473274917853231,24,20,0.0065717415115005,0.0012006964039142,scandinavia,environmental,0.576,model
polyphenol,5.473274917853231,24,20,0.0065717415115005,0.0012006964039142,"polyphenol, polyphenols",environmental,0.641,model
chestnut,5.458320614798987,73,61,0.0199890470974808,0.0036621240319385,"chestnut, chestnuts",environmental,0.652,model
sourc,5.451894937705367,3060,2560,0.8378970427163198,0.1536891397010266,"sourc, source, sourced, sources, sourcing",environmental,0.59,model
plough,5.44793568212243,86,72,0.0235487404162102,0.0043225070540913,"plough, ploughed, ploughing, ploughings, ploughs",environmental,0.718,model
demers,5.438189822225967,62,52,0.0169769989047097,0.0031218106501771,demersal,environmental,0.532,model
medically,5.438189822225967,31,26,0.0084884994523548,0.0015609053250885,medically,environmental,0.556,model
chile,5.438189822225966,186,156,0.0509309967141292,0.0093654319505313,"chile, chiles",environmental,0.559,model
haven,5.429836228028999,50,42,0.0136911281489594,0.0025214624482199,"haven, havens",environmental,0.708,model
pharmacologically,5.429836228028999,25,21,0.0068455640744797,0.0012607312241099,pharmacologically,environmental,0.597,model
extraterritori,5.429836228028999,25,21,0.0068455640744797,0.0012607312241099,extraterritorial,environmental,0.906,model
sooduspäritoluga,5.405703622571092,64,54,0.0175246440306681,0.0032418802905685,sooduspäritoluga,environmental,0.584,model
skate,5.40125814261832,45,38,0.0123220153340635,0.0022813231674371,"skate, skates",environmental,0.595,model
voyag,5.398808592440262,116,98,0.0317634173055859,0.0058834123791799,"voyage, voyageant, voyager, voyages",environmental,0.62,model
sulfonyl,5.39034651000697,26,22,0.0071193866374589,0.0013207660443056,"sulfonyl, sulfonyls",environmental,0.628,model
togo,5.383549099527769,72,61,0.0197152245345016,0.0036621240319385,togo,environmental,0.538,model
dough,5.375537865748709,66,56,0.0180722891566265,0.0033619499309599,"dough, doughs",environmental,0.535,model
ave,5.375537865748709,66,56,0.0180722891566265,0.0033619499309599,"ave, aves",environmental,0.506,model
community-level,5.375537865748709,33,28,0.0090361445783132,0.0016809749654799,community-level,environmental,0.601,model
attenu,5.371917974930024,53,45,0.014512595837897,0.0027015669088071,"attenuate, attenuates, attenuation, attenuator",environmental,0.506,model
régional,5.371917974930024,53,45,0.014512595837897,0.0027015669088071,"régional, régionale, régionales",environmental,0.606,model
wavelength,5.365955801816893,40,34,0.0109529025191675,0.0020411838866542,"wavelength, wavelengths",environmental,0.615,model
bosnia,5.363333999307862,361,307,0.0988499452354874,0.018430689800084,bosnia,environmental,0.545,model
composit,5.354460609439394,1370,1167,0.3751369112814895,0.0700606351683976,"composite, composited, composites, composition, compositional, compositions",environmental,0.52,model
coop,5.347452505948558,34,29,0.0093099671412924,0.0017410097856756,"coop, coope, coops",environmental,0.693,model
foot,5.342503197787973,335,286,0.0917305585980284,0.017169958575974,"foot, footing, footings, foots",environmental,0.519,model
mongolia,5.341244163255894,89,76,0.0243702081051478,0.0045626463348742,mongolia,environmental,0.6,model
scatter,5.34093320999495,226,193,0.0618838992332968,0.0115867202977727,"scatter, scattered, scatterers, scattering",environmental,0.596,model
wheat,5.333500423983323,290,248,0.0794085432639649,0.0148886354085369,wheat,environmental,0.63,model
gospodarki,5.321239503468418,28,24,0.0076670317634173,0.0014408356846971,gospodarki,environmental,0.657,model
unforeseen,5.310532784145545,248,213,0.0679079956188389,0.0127874167016869,unforeseen,environmental,0.533,model
viru,5.292225111410249,152,131,0.0416210295728368,0.0078645614456384,"viru, virus",environmental,0.521,model
respiratory,5.290832420591457,145,125,0.0397042716319824,0.0075043525244641,respiratory,environmental,0.579,model
violet,5.290832420591457,29,25,0.0079408543263964,0.0015008705048928,violet,environmental,0.577,model
encount,5.289078165810094,603,520,0.1651150054764512,0.031218106501771,"encounter, encountered, encountering, encounters",environmental,0.568,model
family,5.287603349843461,786,678,0.2152245345016429,0.0407036080926937,family,environmental,0.662,model
turismo,5.286686000199144,51,44,0.0139649507119386,0.0026415320886113,turismo,environmental,0.67,model
région,5.273728436473165,74,64,0.02026286966046,0.0038422284925256,"région, régions",environmental,0.582,model
base,5.269078871986566,2054,1778,0.5624315443592552,0.1067419103079786,"base, bases",environmental,0.585,model
telephony,5.268813498508139,134,116,0.0366922234392113,0.0069640391427027,telephony,environmental,0.507,model
acid,5.264187674541056,569,493,0.1558050383351588,0.0295971663564867,"acid, acide, acidents, acides, acidic, acidities, acids",environmental,0.534,model
partially,5.261434103497143,1217,1055,0.3332420591456736,0.0633367353064777,partially,environmental,0.516,model
diabet,5.245221796276013,69,60,0.018893756845564,0.0036020892117428,"diabetes, diabetic, diabetics",environmental,0.522,model
colourless,5.245221796276013,23,20,0.0062979189485213,0.0012006964039142,colourless,environmental,0.502,model
régulat,5.245221796276013,23,20,0.0062979189485213,0.0012006964039142,régulation,environmental,0.66,model
utensil,5.236775384365746,31,27,0.0084884994523548,0.0016209401452842,utensils,environmental,0.513,model
chromatography,5.236775384365746,31,27,0.0084884994523548,0.0016209401452842,chromatography,environmental,0.635,model
narva,5.236775384365746,31,27,0.0084884994523548,0.0016209401452842,narva,environmental,0.547,model
minor,5.23465562848093,1189,1036,0.3255750273822563,0.0621960737227592,"minor, minore, minorities, minors",environmental,0.646,model
indian,5.23180690677147,234,204,0.0640744797371303,0.0122471033199255,"indian, indians",environmental,0.546,model
regional,5.228534982502071,47,41,0.0128696604600219,0.0024614276280242,"regionale, regionalent, regionaler, regionales",environmental,0.675,model
sandwich,5.2175789936605925,151,132,0.0413472070098576,0.0079245962658341,"sandwich, sandwiched",environmental,0.52,model
cherri,5.212642778907839,80,70,0.0219058050383351,0.0042024374136999,"cherri, cherries",environmental,0.525,model
anomali,5.212642778907839,72,63,0.0197152245345016,0.0037821936723299,"anomalie, anomalies",environmental,0.514,model
oceanografía,5.212642778907839,32,28,0.008762322015334,0.0016809749654799,oceanografía,environmental,0.973,model
estrela,5.212642778907839,24,21,0.0065717415115005,0.0012607312241099,"estrela, estrelas",environmental,0.636,model
strawberry,5.212642778907839,24,21,0.0065717415115005,0.0012607312241099,strawberry,environmental,0.577,model
spirit,5.2021488055242395,779,683,0.2133077765607886,0.0410037821936723,"spirit, spiritous, spirits",environmental,0.565,model
fillet,5.1945433248144095,82,72,0.0224534501642935,0.0043225070540913,"fillet, filleted, filleting, fillets",environmental,0.529,model
scientif,5.183938798847774,1806,1589,0.4945235487404162,0.0953953292909887,"scientif, scientific, scientifical",environmental,0.814,model
brazil,5.1830254903913175,400,352,0.1095290251916757,0.0211322567088911,"brazil, brazils",environmental,0.627,model
fédération,5.169204089083607,34,30,0.0093099671412924,0.0018010446058714,"fédération, fédérations",environmental,0.568,model
adversely,5.168440092026397,451,398,0.1234939759036144,0.0238938584378939,adversely,environmental,0.506,model
exceptionally,5.155486608086481,451,399,0.1234939759036144,0.0239538932580896,exceptionally,environmental,0.511,model
ingredi,5.151453761515838,445,394,0.1218510405257393,0.0236537191571111,"ingredie, ingredient, ingredients",environmental,0.59,model
bovin,5.148129873228287,342,303,0.0936473165388828,0.0181905505193011,"bovin, bovine, bovines, bovins",environmental,0.6,model
umwelt,5.140244962534119,71,63,0.0194414019715224,0.0037821936723299,umwelt,environmental,0.53,model
cocktail,5.131195235487404,27,24,0.0073932092004381,0.0014408356846971,"cocktail, cocktails",environmental,0.524,model
parallel,5.116778084123327,1464,1305,0.4008762322015334,0.0783454403554061,"parallel, parallele, paralleled, paralleling, parallelism, parallell, parallelle, parallels",environmental,0.513,model
auricularia,5.113918483852767,37,33,0.01013143483023,0.0019811490664585,auricularia,environmental,0.769,model
footbal,5.104046054347259,47,42,0.0128696604600219,0.0025214624482199,"football, footballers",environmental,0.557,model
afgegeven,5.097658011726049,38,34,0.0104052573932092,0.0020411838866542,afgegeven,environmental,0.784,model
barlei,5.08578642809371,126,113,0.0345016429353778,0.0067839346821156,"barley, barleys",environmental,0.654,model
trailer,5.065690615459905,261,235,0.0714676889375684,0.0141081827459926,"trailer, trailers",environmental,0.571,model
wine-grow,5.054150261981587,41,37,0.0112267250821467,0.0022212883472414,"wine-grower, wine-growers, wine-growing",environmental,0.595,model
eman,5.049747692066969,31,28,0.0084884994523548,0.0016809749654799,"emanate, emanates, emanation, emanations",environmental,0.542,model
evolut,5.048504218121618,1015,917,0.2779299014238773,0.0550519301194692,"evolution, evolutional, evolutions, evolutive",environmental,0.629,model
eu-acp,5.046281839155462,52,47,0.0142387732749178,0.0028216365491985,eu-acp,environmental,0.668,model
discov,5.042380577586729,220,199,0.0602409638554216,0.0119469292189469,"discov, discover, discovered, discovering, discovers",environmental,0.57,model
amélior,5.041174266443765,42,38,0.0115005476451259,0.0022813231674371,"améliorant, amélioration, améliorations, améliore, améliorent, améliorer",environmental,0.567,model
venta,5.041174266443765,21,19,0.0057502738225629,0.0011406615837185,"venta, ventas",environmental,0.602,model
pyrithion,5.041174266443765,21,19,0.0057502738225629,0.0011406615837185,pyrithione,environmental,0.612,model
pear,5.02886370657455,86,78,0.0235487404162102,0.0046827159752656,"pear, pears",environmental,0.673,model
health,5.027448197708118,2641,2396,0.7231653888280394,0.1438434291889296,"health, healthfulness",environmental,0.504,model
pepper,5.0222934639477215,98,89,0.0268346111719605,0.0053430989974185,"pepper, peppers",environmental,0.558,model
feedingstuff,5.021775808468032,109,99,0.0298466593647316,0.0059434471993756,"feedingstuff, feedingstuffs",environmental,0.699,model
collectif,5.017168674698795,22,20,0.0060240963855421,0.0012006964039142,"collectif, collectifs",environmental,0.737,model
vice,5.013179407265958,377,343,0.1032311062431544,0.0205919433271297,"vice, vices",environmental,0.527,model
electromagnet,5.011296062125991,256,233,0.0700985761226725,0.0139881131056012,"electromagnet, electromagnetic, electromagnetical, electromagnetics, electromagnetism, electromagnets",environmental,0.639,model
odour,5.01074464310507,78,71,0.0213581599123767,0.0042624722338956,"odour, odours",environmental,0.663,model
orphan,5.009023920356752,123,112,0.0336801752464403,0.0067238998619199,"orphan, orphaned, orphans",environmental,0.558,model
african,5.006249004052372,596,543,0.1631982475355969,0.0325989073662724,"african, africans",environmental,0.589,model
azur,5.00245557008091,34,31,0.0093099671412924,0.0018610794260671,"azur, azure",environmental,0.567,model
tour,5.001440873210711,159,145,0.0435377875136911,0.0087050489283784,"tour, toured, touring, tours",environmental,0.603,model
metrolog,4.999626126885163,57,52,0.0156078860898138,0.0031218106501771,metrological,environmental,0.668,model
wean,4.9954493297866795,23,21,0.0062979189485213,0.0012607312241099,"wean, weaned, weaning",environmental,0.664,model
anim,4.986803331125713,1593,1457,0.4361993428258488,0.0874707330251546,"anim, animal, animals, animate, animates, animation, animations, animator, animators",environmental,0.533,model
eac,4.9820835790715305,71,65,0.0194414019715224,0.0039022633127213,"eac, eace, eacs",environmental,0.558,model
antil,4.975704470775665,48,44,0.013143483023001,0.0026415320886113,"antille, antilles",environmental,0.592,model
attenuat,4.975704470775665,24,22,0.0065717415115005,0.0013207660443056,"attenuated, attenuating",environmental,0.522,model
polyethylen,4.97302936084514,169,155,0.046276013143483,0.0093053971303355,"polyethylen, polyethylene, polyethylenes",environmental,0.529,model
hydrochlorid,4.966490203237191,49,45,0.0134173055859802,0.0027015669088071,"hydrochlorid, hydrochloride, hydrochlorides",environmental,0.602,model
unlikely,4.965939350286521,601,552,0.1645673603504928,0.0331392207480338,unlikely,environmental,0.529,model
esma,4.963509116680627,37,34,0.01013143483023,0.0020411838866542,esma,environmental,0.681,model
tierra,4.9576765560264775,25,23,0.0068455640744797,0.0013808008645014,"tierra, tierras",environmental,0.739,model
geral,4.952010639962448,38,35,0.0104052573932092,0.0021012187068499,geral,environmental,0.551,model
unlimit,4.949908767874178,471,434,0.1289704271631982,0.0260551119649396,unlimited,environmental,0.518,model
fruit,4.945570601645483,746,688,0.2042716319824753,0.0413039562946509,"fruit, fruites, fruitful, fruitfulness, fruiting, fruits",environmental,0.672,model
kaksoiskappal,4.94115096750639,39,36,0.0106790799561883,0.0021612535270456,kaksoiskappale,environmental,0.604,model
grape,4.935944275232937,237,219,0.0648959474260679,0.0131476256228612,"grape, grapes",environmental,0.777,model
hose,4.9243328906939094,122,113,0.0334063526834611,0.0067839346821156,"hose, hoses",environmental,0.617,model
canary,4.917793571441683,193,179,0.0528477546549835,0.0107462328150327,canary,environmental,0.657,model
compan,4.9052935584533675,57,53,0.0156078860898138,0.0031818454703728,"compan, companion, companions",environmental,0.532,model
marino,4.872687815066024,172,161,0.0470974808324205,0.0096656060515098,"marino, marinos",environmental,0.542,model
croatia,4.858655053575882,800,751,0.2190580503833515,0.0450861499669808,"croatia, croatias",environmental,0.558,model
forschung,4.85532452390206,33,31,0.0090361445783132,0.0018610794260671,"forschung, forschungs",environmental,0.582,model
seamen,4.850653697039239,67,63,0.0183461117196056,0.0037821936723299,seamen,environmental,0.559,model
injector,4.846128833515881,34,32,0.0093099671412924,0.0019211142462628,"injector, injectors",environmental,0.564,model
microbiology,4.8374904576985625,35,33,0.0095837897042716,0.0019811490664585,microbiology,environmental,0.908,model
genit,4.8374904576985625,35,33,0.0095837897042716,0.0019811490664585,genital,environmental,0.503,model
protein,4.833816995556979,319,301,0.0873493975903614,0.0180704808789097,"protein, proteine, proteins",environmental,0.501,model
aliphat,4.829360221635205,36,34,0.0098576122672508,0.0020411838866542,aliphatic,environmental,0.609,model
visitor,4.829360221635204,198,187,0.0542168674698795,0.0112265113765984,"visitor, visitors",environmental,0.651,model
least-develop,4.824200648748842,55,52,0.0150602409638554,0.0031218106501771,least-developed,environmental,0.527,model
organ,4.821296253415459,2075,1963,0.5681818181818182,0.1178483520441856,"organ, organe, organer, organes, organic, organical, organics, organism, organisms, organization, organizations, organize, organizer, organizers, organizes, organs",environmental,0.572,model
rilasciato,4.814454788852379,38,36,0.0104052573932092,0.0021612535270456,rilasciato,environmental,0.539,model
air,4.811199748689331,2135,2024,0.5846111719605696,0.1215104760761241,"air, aire, aired, aires, airing, airings, airness, airs",environmental,0.524,model
aip,4.801118348994062,20,19,0.0054764512595837,0.0011406615837185,"aip, aipes, aips",environmental,0.503,model
carcassonn,4.801118348994062,20,19,0.0054764512595837,0.0011406615837185,carcassonne,environmental,0.536,model
geograph,4.800981095753668,1841,1749,0.5041073384446878,0.1050009005223029,"geograph, geographe, geographer, geographers, geographic, geographical",environmental,0.704,model
neo,4.789115553121577,21,20,0.0057502738225629,0.0012006964039142,"neo, neos",environmental,0.624,model
devic,4.784478613496162,1135,1082,0.31078860898138,0.064957675451762,"devic, device, deviced, devices",environmental,0.55,model
suction,4.783553281863597,43,41,0.0117743702081051,0.0024614276280242,"suction, suctions",environmental,0.536,model
ambassador,4.781759000812635,130,124,0.0355969331872946,0.0074443177042684,"ambassador, ambassadors",environmental,0.571,model
extran,4.77825588066552,22,21,0.0060240963855421,0.0012607312241099,"extraneal, extraneous",environmental,0.575,model
saarland,4.773204870220841,45,43,0.0123220153340635,0.0025814972684156,"saarland, saarlandes",environmental,0.518,model
humidifi,4.759369493785418,24,23,0.0065717415115005,0.0013808008645014,"humidified, humidifier, humidifiers",environmental,0.526,model
compostela,4.751106699525374,25,24,0.0068455640744797,0.0014408356846971,compostela,environmental,0.904,model
faith,4.750230919488596,226,217,0.0618838992332968,0.0130275559824698,"faith, faithful, faiths",environmental,0.544,model
electron,4.745096575456182,1908,1834,0.5224534501642936,0.1101038602389385,"electron, electronic, electronical, electronics, electroning, electrons",environmental,0.628,model
originally,4.743504928806134,520,500,0.1423877327491785,0.0300174100978567,originally,environmental,0.511,model
descend,4.743504928806134,78,75,0.0213581599123767,0.0045026115146785,"descend, descendant, descendants, descended, descendent, descendents, descender, descenders, descending, descends",environmental,0.508,model
yellow,4.731569438331064,222,214,0.06078860898138,0.0128474515218826,"yellow, yellowing, yellowness, yellows",environmental,0.568,model
okrem,4.729990669749706,56,54,0.0153340635268346,0.0032418802905685,okrem,environmental,0.555,model
eurodac,4.723957518385229,29,28,0.0079408543263964,0.0016809749654799,eurodac,environmental,0.886,model
volksgezondheid,4.7183404464251995,30,29,0.0082146768893756,0.0017410097856756,volksgezondheid,environmental,0.714,model
primarily,4.71715628614889,1511,1461,0.4137458926615553,0.0877108723059374,primarily,environmental,0.501,model
visit,4.716439283607959,941,910,0.2576670317634173,0.0546316863780993,"visit, visitation, visite, visited, visites, visiting, visits",environmental,0.501,model
vino,4.7130978459291715,31,30,0.0084884994523548,0.0018010446058714,"vino, vinos",environmental,0.516,model
experi,4.701643122927576,2408,2336,0.6593647316538883,0.1402413399771867,"experi, experie, experience, experiences, experiment, experimented, experimenting, experiments",environmental,0.628,model
substanc,4.699015170494661,1635,1587,0.4476998904709748,0.0952752596505973,"substanc, substance, substances",environmental,0.557,model
telecommun,4.692158836762401,859,835,0.2352135815991237,0.0501290748634207,"telecommunication, telecommunications",environmental,0.502,model
rider,4.691378501017056,36,35,0.0098576122672508,0.0021012187068499,"rider, riders",environmental,0.613,model
diaphragm,4.6750889923329675,41,40,0.0112267250821467,0.0024013928078285,"diaphragm, diaphragms",environmental,0.622,model
scientifiqu,4.667133650882601,44,43,0.0120481927710843,0.0025814972684156,"scientifique, scientifiquement, scientifiques",environmental,0.65,model
protector,4.667133650882601,44,43,0.0120481927710843,0.0025814972684156,"protector, protectores, protectors",environmental,0.54,model
villa,4.667133650882601,44,43,0.0120481927710843,0.0025814972684156,"villa, villae, villas",environmental,0.568,model
leav,4.64877517061252,1537,1508,0.4208652792990142,0.0905325088551359,"leav, leave, leaved, leaves, leaving",environmental,0.72,model
helena,4.645526550647032,55,54,0.0150602409638554,0.0032418802905685,"helena, helenae",environmental,0.608,model
oleic,4.642509974964795,57,56,0.0156078860898138,0.0033619499309599,oleic,environmental,0.725,model
canaria,4.626220466280707,71,70,0.0194414019715224,0.0042024374136999,"canaria, canarias",environmental,0.598,model
morbidity,4.620297008577403,78,77,0.0213581599123767,0.0046226811550699,morbidity,environmental,0.531,model
ivoir,4.611183996726165,92,91,0.0251916757940854,0.0054631686378099,ivoire,environmental,0.78,model
