stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,model,relevant,notes
cross-fertilis,12.024619137707855,58,22,0.0158817086527929,0.0013207660443056,"cross-fertilisation, cross-fertilise, cross-fertilised, cross-fertilising",environmental,0.693,model,1,NA
horticultur,11.91957648776926,196,75,0.0536692223439211,0.0045026115146785,"horticultur, horticultural, horticulture",environmental,0.634,model,1,NA
fungicid,11.91461206607506,128,49,0.0350492880613362,0.0029417061895899,"fungicidal, fungicide, fungicides",environmental,0.696,model,1,NA
brucellosi,11.762739955035451,49,19,0.0134173055859802,0.0011406615837185,brucellosis,environmental,0.739,model,1,disease due to environmental degradation
beet,11.626970624674556,311,122,0.0851588170865279,0.007324248063877,"beet, beete, beets",environmental,0.754,model,1,NA
wood,11.596601548823928,867,341,0.2374041621029572,0.0204718736867383,"wood, wooded, woods",environmental,0.828,model,1,NA
bleach,11.43227336737742,193,77,0.0528477546549835,0.0046226811550699,"bleach, bleached, bleaches, bleaching",environmental,0.707,model,1,environmental degradation
herbicid,11.36645717067404,157,63,0.0429901423877327,0.0037821936723299,"herbicidal, herbicide, herbicides",environmental,0.796,model,1,NA
reed,11.311434830230011,62,25,0.0169769989047097,0.0015008705048928,"reed, reeding, reeds",environmental,0.934,model,1,prevents land movement
epizoot,11.227230600724576,64,26,0.0175246440306681,0.0015609053250885,"epizootic, epizootics",environmental,0.848,model,1,result of envrionmental degradation
crustacean,11.216490265328474,241,98,0.0659912376779846,0.0058834123791799,"crustacean, crustaceans",environmental,0.736,model,1,NA
csp,11.195335059245249,81,33,0.0221796276013143,0.0019811490664585,"csp, csps",environmental,1.0,known_acronym,1,NA
chlorophyl,11.195335059245243,27,11,0.0073932092004381,0.0006603830221528,"chlorophyl, chlorophyll, chlorophylls",environmental,0.831,model,1,NA
oxygen,11.145907531389858,369,151,0.1010405257393209,0.0090652578495527,"oxygen, oxygenate, oxygenates, oxygenation",environmental,0.768,model,1,Oxygen Envrionmental - 2/3rd biggest landowners in Scorland
biosafety,11.063002493533126,114,47,0.0312157721796276,0.0028216365491985,biosafety,environmental,0.93,model,1,NA
flower,11.048780545379008,281,116,0.0769441401971522,0.0069640391427027,"flower, flowered, flowering, flowerings, flowers",environmental,0.738,model,1,NA
bream,11.042572202686342,46,19,0.0125958378970427,0.0011406615837185,"bream, breams",environmental,0.851,model,1,NA
locust,10.689990073932092,75,32,0.0205366922234392,0.0019211142462628,"locust, locusts",environmental,0.88,model,1,NA
sheep,10.677032510206114,412,176,0.112814895947426,0.0105661283544455,sheep,environmental,0.836,model,1,NA
bamboo,10.642479006936838,77,33,0.0210843373493975,0.0019811490664585,"bamboo, bamboos",environmental,0.787,model,1,invasive species
beech,10.581664841182914,58,25,0.0158817086527929,0.0015008705048928,"beech, beeches",environmental,0.892,model,1,NA
piedmont,10.463613813542942,39,17,0.0106790799561883,0.0010205919433271,piedmont,environmental,0.533,model,1,specific environment
insect,10.418897515194468,233,102,0.0638006571741511,0.0061235516599627,"insect, insectes, insects",environmental,0.776,model,1,NA
mackerel,10.26239047097481,72,32,0.0197152245345016,0.0019211142462628,"mackerel, mackerels",environmental,0.815,model,1,NA
mushroom,10.095151515151516,166,75,0.0454545454545454,0.0045026115146785,"mushroom, mushroomed, mushrooming, mushrooms",environmental,0.806,model,1,NA
erod,10.03433734939759,165,75,0.0451807228915662,0.0045026115146785,"erod, erode, eroded, erodes, erodible, eroding",environmental,0.701,model,1,envrionmental degradation
eagf,10.03433734939759,99,45,0.0271084337349397,0.0027015669088071,eagf,environmental,0.897,model,1,NA
outdoor,9.791638614508072,234,109,0.0640744797371303,0.0065437954013327,"outdoor, outdoors",environmental,0.882,model,1,NA
agro,9.602236697988124,80,38,0.0219058050383351,0.0022813231674371,"agro, agros",environmental,0.962,model,1,NA
upland,9.502213399050747,25,12,0.0068455640744797,0.0007204178423485,"upland, uplands",environmental,0.898,model,1,NA
by-catch,9.39578860898138,103,50,0.0282037239868565,0.0030017410097856,"by-catch, by-catches",environmental,0.816,model,1,NA
pastur,9.263188649631328,197,97,0.0539430449069003,0.0058233775589842,"pasturable, pasture, pastured, pastures, pasturing",environmental,0.949,model,1,NA
plant-health,9.122124863088718,32,16,0.008762322015334,0.0009605571231314,plant-health,environmental,0.946,model,1,NA
uproot,9.122124863088718,26,13,0.0071193866374589,0.0007804526625442,"uproot, uprooted, uprooter, uprooting",environmental,0.761,model,1,NA
tuna-fish,9.122124863088718,26,13,0.0071193866374589,0.0007804526625442,tuna-fishing,environmental,0.589,model,1,NA
speci,8.939377787367407,1174,599,0.3214676889375684,0.0359608572972324,"speci, specie, species",environmental,0.903,model,1,NA
environn,8.886207840767458,113,58,0.0309419496166484,0.0034820195713513,"environnement, environnent, environnment",environmental,0.985,model,1,NA
botan,8.882068945639015,74,38,0.02026286966046,0.0022813231674371,"botanic, botanical, botanicals",environmental,0.864,model,1,NA
rainfal,8.699804267575352,206,108,0.056407447973713,0.006483760581137,"rainfall, rainfalls",environmental,0.862,model,1,environmental indicator
weed,8.680731724552167,59,31,0.0161555312157721,0.0018610794260671,"weed, weeding, weeds",environmental,0.927,model,1,NA
junip,8.666018619934283,38,20,0.0104052573932092,0.0012006964039142,"juniper, junipers",environmental,0.91,model,1,NA
badger,8.666018619934283,38,20,0.0104052573932092,0.0012006964039142,"badger, badgers",environmental,0.877,model,1,badger protection exists in UK
evolutionary,8.470544515725239,39,21,0.0106790799561883,0.0012607312241099,evolutionary,environmental,0.63,model,1,review - but evolutionary economics?
coast,8.412626262626263,581,315,0.1590909090909091,0.0189109683616497,"coast, coasting, coasts",environmental,0.624,model,1,environment
geosynthet,8.292840784626108,20,11,0.0054764512595837,0.0006603830221528,"geosynthetic, geosynthetics",environmental,0.978,model,1,NA
einec,8.266925657174152,29,16,0.0079408543263964,0.0009605571231314,einecs,environmental,0.915,model,1,prohibition of chemicals - some of which are pretty environmentally unfriendly
habit,8.166473686955614,188,105,0.0514786418400876,0.0063036561205499,"habit, habitable, habitant, habitants, habitation, habited, habiter, habits",environmental,0.735,model,1,NA
inlet,8.06957199427079,92,52,0.0251916757940854,0.0031218106501771,"inlet, inlets",environmental,0.717,model,1,environment
avalanch,7.981859255202628,35,20,0.0095837897042716,0.0012006964039142,"avalanche, avalanches",environmental,0.782,model,1,environmental degradation?
nitrit,7.411726451259583,78,48,0.0213581599123767,0.0028816713693942,"nitrite, nitrited, nitrites, nitrition",environmental,0.618,model,1,review- pollutant
veget,7.276748013576955,903,566,0.2472617743702081,0.0339797082307738,"veget, vegetable, vegetables, vegetal, vegetation, vegetative",environmental,0.839,model,1,NA
salmon,7.194915384971384,112,71,0.0306681270536692,0.0042624722338956,"salmon, salmones, salmons",environmental,0.758,model,1,NA
vallei,7.069646768893756,248,160,0.0679079956188389,0.0096055712313141,"valley, valleys",environmental,0.763,model,1,NA
pelag,6.968289825970549,55,36,0.0150602409638554,0.0021612535270456,"pelagic, pelagics, pelagous",environmental,0.923,model,1,NA
sierra,6.866654429907442,137,91,0.0375136911281489,0.0054631686378099,"sierra, sierras",environmental,0.735,model,1,NA
agri,6.824947434062727,205,137,0.0561336254107338,0.0082247703668127,agri,environmental,0.853,model,1,NA
amin,6.727567086527929,59,40,0.0161555312157721,0.0024013928078285,"amin, aminants, amine, amines",environmental,0.549,model,1,NA
renew,6.724942434233562,2306,1564,0.6314348302300109,0.0938944587860959,"renew, renewable, renewables, renewal, renewals, renewed, renewing, renews",environmental,0.717,model,1,NA
terrain,6.697256228596782,116,79,0.0317634173055859,0.0047427507954613,"terrain, terrains",environmental,0.772,model,1,NA
fishery,6.467178074577822,570,402,0.156078860898138,0.0241339977186768,fishery,environmental,0.93,model,1,NA
alluvi,6.3529083867939296,39,28,0.0106790799561883,0.0016809749654799,alluvial,environmental,0.89,model,1,NA
grain-ori,6.334808932700499,25,18,0.0068455640744797,0.0010806267635228,grain-oriented,environmental,0.609,model,1,review - might be about production
desicc,6.0814165753924785,20,15,0.0054764512595837,0.0009005223029357,"desiccant, desiccants, desiccation, desiccator",environmental,0.724,model,1,drying state of environments
halon,6.0814165753924785,20,15,0.0054764512595837,0.0009005223029357,"halon, halons",environmental,0.543,model,1,harmful to the ozone layer
andean,6.0123095688539285,58,44,0.0158817086527929,0.0026415320886113,"andean, andeans",environmental,0.568,model,1,review - mountain range experiencing degradation?
oak,5.952573003879926,77,59,0.0210843373493975,0.003542054391547,"oak, oaked, oaks",environmental,0.793,model,1,review - native european species?
tuna,5.896007533459781,212,164,0.0580503833515881,0.009845710512097,"tuna, tunas",environmental,0.751,model,1,NA
eurof,5.864223126271319,27,21,0.0073932092004381,0.0012607312241099,eurofer,environmental,0.948,model,1,NA
oliv,5.605580545638488,322,262,0.088170865279299,0.0157291228912769,"olival, olive, oliver, olives, oliving",environmental,0.743,model,1,review - think this is heavily hit by eco concerns
orang,5.588907486540271,174,142,0.0476451259583789,0.0085249444677913,"orange, oranges",environmental,0.637,model,1,NA
silag,5.57463186077644,44,36,0.0120481927710843,0.0021612535270456,"silage, silaging",environmental,0.939,model,1,NA
polyphenol,5.473274917853231,24,20,0.0065717415115005,0.0012006964039142,"polyphenol, polyphenols",environmental,0.641,model,1,combat UV harm
bovin,5.148129873228287,342,303,0.0936473165388828,0.0181905505193011,"bovin, bovine, bovines, bovins",environmental,0.6,model,1,NA
wine-grow,5.054150261981587,41,37,0.0112267250821467,0.0022212883472414,"wine-grower, wine-growers, wine-growing",environmental,0.595,model,1,NA
feedingstuff,5.021775808468032,109,99,0.0298466593647316,0.0059434471993756,"feedingstuff, feedingstuffs",environmental,0.699,model,1,NA
eac,4.9820835790715305,71,65,0.0194414019715224,0.0039022633127213,"eac, eace, eacs",environmental,0.558,model,1,NA
oleic,4.642509974964795,57,56,0.0156078860898138,0.0033619499309599,oleic,environmental,0.725,model,1,NA
cephalopod,4.44703587075575,39,40,0.0106790799561883,0.0024013928078285,"cephalopod, cephalopods",environmental,0.735,model,1,NA
ecosoc,4.426913536498937,33,34,0.0090361445783132,0.0020411838866542,ecosoc,environmental,0.979,model,1,NA
aerob,4.034785997135395,23,26,0.0062979189485213,0.0015609053250885,aerobic,environmental,0.94,model,1,specific environment
riversid,3.8593605189990736,22,26,0.0060240963855421,0.0015609053250885,"riverside, riversides",environmental,0.825,model,1,specific environment
grapevin,3.782344455427029,34,41,0.0093099671412924,0.0024614276280242,"grapevine, grapevines",environmental,0.864,model,1,NA
grove,3.648849945235488,44,55,0.0120481927710843,0.0033019151107642,"grove, groves",environmental,0.935,model,1,NA
oenolog,3.648849945235487,52,65,0.0142387732749178,0.0039022633127213,oenological,environmental,0.99,model,1,NA
caribbean,3.499342435602917,323,421,0.0884446878422782,0.0252746593023953,caribbean,environmental,0.713,model,1,specific environment
natur,3.46000743422255,3287,4333,0.9000547645125958,0.2601308759080266,"natur, natural, naturalization, naturalness, naturals, naturance, nature, natures, naturing",environmental,0.768,model,1,NA
eaggf,3.3028383124976397,63,87,0.0172508214676889,0.005223029357027,eaggf,environmental,0.838,model,1,NA
ewe,3.008360327188833,31,47,0.0084884994523548,0.0028216365491985,"ewe, ewes",environmental,0.746,model,1,review
trawler,2.8195658667728765,34,55,0.0093099671412924,0.0033019151107642,"trawler, trawlers",environmental,0.672,model,1,fishing boat
